"Intercept","Candidate_TS18","Perc_BachelorsDeg_and_higher","perc_Fem","MedianAge_Total","perc_white","Estimate_MedianIncome_2015","y","yhat","residual","CV_Score","Stud_residual","Intercept_SE","Candidate_TS18_SE","Perc_BachelorsDeg_and_higher_SE","perc_Fem_SE","MedianAge_Total_SE","perc_white_SE","Estimate_MedianIncome_2015_SE","Intercept_TV","Candidate_TS18_TV","Perc_BachelorsDeg_and_higher_TV","perc_Fem_TV","MedianAge_Total_TV","perc_white_TV","Estimate_MedianIncome_2015_TV","Local_R2","residual_ols","yhat_ols","Intercept_p_by","Candidate_TS18_p_by","Perc_BachelorsDeg_and_higher_p_by","perc_Fem_p_by","MedianAge_Total_p_by","perc_white_p_by","Estimate_MedianIncome_2015_p_by","Intercept_p","Candidate_TS18_p","Perc_BachelorsDeg_and_higher_p","perc_Fem_p","MedianAge_Total_p","perc_white_p","Estimate_MedianIncome_2015_p","Intercept_t","Candidate_TS18_t","Perc_BachelorsDeg_and_higher_t","perc_Fem_t","MedianAge_Total_t","perc_white_t","Estimate_MedianIncome_2015_t"
"37",0.953349689591322,-0.0450847415035154,-0.000554850413000164,-0.154017344853277,-0.00170379165943642,-0.0774786535650806,-0.00000321851009631746,0.513169845594914,0.513117703291435,0.0000521423034793855,0.000304632316292852,0.00393521010300159,0.450378136831218,0.0555245935160782,0.00397616910475727,0.725382504857466,0.00390813340925213,0.245087719857386,0.00000320410580016098,2.11677613016237,-0.811977875902149,-0.139543967668859,-0.212325695508111,-0.435960465270417,-0.316126216401886,-1.00449557444569,0.798968851699632,-0.00344079147250149,0.516610637067416,0.917482341926673,1,1,1,1,1,1,0.041,0.422,0.89,0.833,0.665,0.754,0.322,2.11677613016237,-0.811977875902149,-0.139543967668859,-0.212325695508111,-0.435960465270417,-0.316126216401886,-1.00449557444569
"3",1.20773278724238,-0.0481504789665588,0.000450265539333074,-0.581860678395351,-0.00102931383772654,-0.0984478856439619,-0.00000445481895683642,0.589566929133858,0.553130824850433,0.0364361042834248,0.0716292279049004,1.5559642825307,0.483243782101582,0.0498349939509876,0.00401735368606734,0.815020486092047,0.00328440517956709,0.269242268642696,0.0000033591942826644,2.49922054245595,-0.966198150117454,0.11208013396845,-0.713921537341132,-0.313394292558695,-0.365647957656342,-1.32615698348444,0.807520722168167,0.0901306994068142,0.499436229727044,0.505918726639475,1,1,1,1,1,1,0.017,0.34,0.911,0.48,0.756,0.717,0.193,2.49922054245595,-0.966198150117454,0.11208013396845,-0.713921537341132,-0.313394292558695,-0.365647957656342,-1.32615698348444
"59",1.29427422739864,0.0088825238174957,-0.00531409974435328,0.291545801360897,0.000383270311471795,-0.375247939883575,-0.00000940566562084891,0.558966074313409,0.544365110730645,0.0146009635827639,0.0462617982458341,0.906605495742893,0.46797142102128,0.045666115331464,0.0024933256664181,0.819377442920173,0.00303099473553168,0.303342979424275,0.00000465018276758892,2.76571211244925,0.194510169148888,-2.13132998064689,0.355813799708544,0.126450338886704,-1.23704178219575,-2.02264428968362,0.91724898033894,0.0236979860191015,0.535268088294307,0.376527747959303,1,0.909200861214064,1,1,1,1,0.009,0.847,0.04,0.724,0.9,0.224,0.05,2.76571211244925,0.194510169148888,-2.13132998064689,0.355813799708544,0.126450338886704,-1.23704178219575,-2.02264428968362
"61",1.36594748916014,0.257309987172938,-0.0119115894764455,-0.329440285811265,-0.0191653201914689,0.0471301775366899,0.00000564129787747419,0.641521598968407,0.631162422400431,0.0103591765679757,0.0157774097827383,0.339176137224787,0.785459553686929,0.0937864991563551,0.00155565554375453,1.29941530884065,0.00788692842755561,0.139337427264035,0.000000815064026399917,1.73904242777163,2.74357172394255,-7.6569582027762,-0.253529632573896,-2.43001066479929,0.338244924297198,6.92129414960372,0.956084187205258,0.0198436564388641,0.621677942529543,1,0.376527747959303,0,1,0.577342546870931,1,0,0.09,0.009,0,0.801,0.02,0.737,0,1.73904242777163,2.74357172394255,-7.6569582027762,-0.253529632573896,-2.43001066479929,0.338244924297198,6.92129414960372
"48",1.38790395084467,-0.0188462100046884,-0.00117417456270023,-0.307454193733213,-0.00091247539076102,-0.108691343279861,-0.0000106364543633984,0.544580709313888,0.53980867770202,0.00477203161186801,0.0175098840963831,0.345788760873844,0.53376030297112,0.048497350291846,0.00447535592218387,0.892663865557552,0.00329304526843393,0.320232027653272,0.00000556142228744405,2.60023824012211,-0.388602880183684,-0.262364509799092,-0.344423254481327,-0.277091663302572,-0.339414343019887,-1.91254211848149,0.868829509911312,-0.0174234940638956,0.562004203377784,0.452135729477235,1,1,1,1,1,1,0.013,0.7,0.795,0.733,0.783,0.736,0.064,2.60023824012211,-0.388602880183684,-0.262364509799092,-0.344423254481327,-0.277091663302572,-0.339414343019887,-1.91254211848149
"21",1.16719558796224,0.06925134666887,-0.00945380865225177,0.0605146934536608,0.000718048288930252,-0.714505092249537,0.00000304028244265203,0.564479315263909,0.526903861777115,0.0375754534867939,0.0525011279800639,1.26457812986666,0.365461251194014,0.0505768903930401,0.00352890896624563,0.691409029667402,0.00697287741691232,0.211885430935223,0.00000400690409242264,3.19376017060318,1.36922903189002,-2.67896076171939,0.0875237245350571,0.102977328582984,-3.37212940548033,0.758760971694192,0.838502484194182,0.0351863008110976,0.529293014452812,0.157457058237527,1,0.407100513819246,1,1,0.113204420955084,1,0.003,0.179,0.011,0.931,0.919,0.002,0.453,3.19376017060318,1.36922903189002,-2.67896076171939,0.0875237245350571,0.102977328582984,-3.37212940548033,0.758760971694192
"4",1.11563085872477,0.0452176770347056,-0.0040686852524878,-0.494661056924643,0.00448973507829994,-0.275222590240713,-0.00000423075315361081,0.465269461077844,0.479521032614529,-0.0142515715366854,-0.0247349538999421,-0.566500891845068,0.540053765906355,0.0477551582412384,0.00236888780001526,0.893561333234796,0.00383832092529447,0.284246936680088,0.0000030049436610388,2.06577738950203,0.946864772309737,-1.71755084916288,-0.553583775983135,1.16971331102427,-0.968251737222651,-1.40793094009232,0.948973663451682,-0.0742656563147552,0.539535117392599,1,1,1,1,1,1,1,0.046,0.35,0.094,0.583,0.25,0.339,0.168,2.06577738950203,0.946864772309737,-1.71755084916288,-0.553583775983135,1.16971331102427,-0.968251737222651,-1.40793094009232
"50",1.09857009765738,0.0759049779855379,-0.00956872214445093,0.0910277983394546,0.000834101612451643,-0.678376957523658,0.00000330078732579868,0.514942782094377,0.54665597541075,-0.0317131933163733,-0.0798190486253714,-1.48809539052708,0.373038161935406,0.0592672459423628,0.0036283851644586,0.695933043512103,0.0070860304883433,0.216252594295607,0.00000447084708250708,2.94492684597671,1.28072389358796,-2.63718478351752,0.130799649748017,0.117710700486508,-3.1369656384161,0.738291259997138,0.832262366951121,0.0151292765386048,0.499813505555772,0.274925022319491,1,0.427661145830319,1,1,0.157457058237527,1,0.006,0.208,0.012,0.897,0.907,0.003,0.465,2.94492684597671,1.28072389358796,-2.63718478351752,0.130799649748017,0.117710700486508,-3.1369656384161,0.738291259997138
"22",1.64324854619733,0.0147566415512081,-0.00480482969491409,-1.53596974338019,0.00103106362892208,-0.322892960751625,0.000000794183395019636,0.551528266161753,0.559572442099675,-0.00804417593792217,-0.0355526719143736,-0.434413543101379,0.706091500283869,0.0563271740662969,0.00378102328169764,1.14467753509532,0.00456271064042452,0.2495673881059,0.00000286354227463901,2.32724589594507,0.261980860851275,-1.2707749561269,-1.34183619079437,0.225976115992784,-1.29381071462194,0.277342996488415,0.793536462900326,-0.0330937535232939,0.584622019685047,0.664199390205496,1,1,1,1,1,1,0.026,0.795,0.212,0.188,0.822,0.204,0.783,2.32724589594507,0.261980860851275,-1.2707749561269,-1.34183619079437,0.225976115992784,-1.29381071462194,0.277342996488415
"58",1.39035516715626,0.230597721435362,-0.0116574559452616,-0.461791531925704,-0.0169510317807309,-0.0064051716798595,0.0000056792699443412,0.681144689002698,0.698120742825332,-0.0169760538226343,-0.0318462406035438,-0.636241335101718,0.76859090993904,0.0886866436177167,0.00153954748525546,1.26948281324132,0.00755115385777805,0.133428972012489,0.000000805428446342308,1.80896644648912,2.60014035968429,-7.57200155039534,-0.363763516220145,-2.24482669801126,-0.0480043545509739,7.05124082732919,0.957035444195745,-0.0410068507685387,0.722151539771237,1,0.452135729477235,0,1,0.758373684449104,1,0,0.079,0.013,0,0.718,0.031,0.962,0,1.80896644648912,2.60014035968429,-7.57200155039534,-0.363763516220145,-2.24482669801126,-0.0480043545509739,7.05124082732919
"15",1.35426430251712,0.251152171943156,-0.0118993129150689,-0.326227438545653,-0.0186986507360272,0.0390279748609111,0.00000565993117053911,0.415235693357564,0.420589923221078,-0.00535422986351414,-0.0272821026406987,-0.332443666173018,0.770443757131956,0.0923807303045624,0.00155351928086772,1.27338614674086,0.00779846869977613,0.137352854455306,0.000000811846834553466,1.75777179058272,2.71866406679351,-7.65958495759545,-0.256188933247475,-2.39773363924176,0.284143893592037,6.97167363305937,0.955237450382489,-0.0474136292579846,0.462649322615549,1,0.400932324215924,0,1,0.610650770728869,1,0,0.087,0.01,0,0.799,0.022,0.778,0,1.75777179058272,2.71866406679351,-7.65958495759545,-0.256188933247475,-2.39773363924176,0.284143893592037,6.97167363305937
"13",1.08549558949449,0.0714952221012784,-0.00922108918593962,0.107695353469367,0.0047149783409288,-0.816720883609691,0.00000287802709318791,0.666589043488386,0.609390941043755,0.0571981024446306,0.0729557569855029,1.77400436418847,0.39032643402781,0.0526990594567353,0.00387014989271988,0.799279227072036,0.00756503150040078,0.220252889511291,0.00000414390632395991,2.78099430339158,1.35666979331907,-2.38261810047341,0.134740588547362,0.623259578057145,-3.70810519408793,0.694520307215263,0.788488828702498,0.0920013282273166,0.574587715261069,0.376527747959303,1,0.626362197076953,1,1,0.0656071075989694,1,0.009,0.183,0.023,0.894,0.537,0.001,0.492,2.78099430339158,1.35666979331907,-2.38261810047341,0.134740588547362,0.623259578057145,-3.70810519408793,0.694520307215263
"5",1.32809280942954,0.0179175597186458,-0.00373140765956224,-0.788259228787471,0.0025145280049592,-0.23632890815961,-0.00000424092314953507,0.564764515325193,0.547683338842338,0.0170811764828552,0.031326164459177,0.747582002771258,0.589268173905329,0.0432706520109983,0.00217354541670946,0.906832287114463,0.00263958140772124,0.283468689798103,0.00000288951524931697,2.25380033784568,0.414081112392104,-1.7167378380394,-0.869244776556986,0.952623774968168,-0.833703744593213,-1.46769363841826,0.912185717905057,0.0124534425377525,0.552311072787441,0.746563638195169,1,1,1,1,1,1,0.03,0.681,0.095,0.39,0.347,0.41,0.151,2.25380033784568,0.414081112392104,-1.7167378380394,-0.869244776556986,0.952623774968168,-0.833703744593213,-1.46769363841826
